symbol,date,open,high,low,close,volume,market_cap,exchange,currency,source_url
TEST_A,2025-12-15,50.0,51.5,48.5,50.74999999999999,350000,55000000,SYN,USD,https://fixture.local/synthetic
TEST_A,2025-12-16,52.25,53.8175,50.6825,53.03375,350500,55000000,SYN,USD,https://fixture.local/synthetic
TEST_A,2025-12-17,54.50000000000001,56.13500000000001,52.865,55.3175,351000,55000000,SYN,USD,https://fixture.local/synthetic
TEST_A,2025-12-18,56.75,58.4525,55.0475,57.60124999999999,351500,55000000,SYN,USD,https://fixture.local/synthetic
TEST_A,2025-12-19,59.0,60.77,57.23,59.88499999999999,352000,55000000,SYN,USD,https://fixture.local/synthetic
TEST_A,2025-12-22,61.25000000000001,63.087500000000006,59.41250000000001,62.16875,352500,55000000,SYN,USD,https://fixture.local/synthetic
TEST_A,2025-12-23,63.5,65.405,61.595,64.4525,353000,55000000,SYN,USD,https://fixture.local/synthetic
TEST_A,2025-12-24,65.75,67.7225,63.777499999999996,66.73625,353500,55000000,SYN,USD,https://fixture.local/synthetic
TEST_A,2025-12-25,68.0,70.04,65.96,69.02,354000,55000000,SYN,USD,https://fixture.local/synthetic
TEST_A,2025-12-26,70.25,72.3575,68.1425,71.30375,354500,55000000,SYN,USD,https://fixture.local/synthetic
TEST_A,2025-12-29,72.5,74.675,70.325,73.58749999999999,355000,55000000,SYN,USD,https://fixture.local/synthetic
TEST_A,2025-12-30,74.75,76.9925,72.5075,75.87124999999999,355500,55000000,SYN,USD,https://fixture.local/synthetic
TEST_A,2025-12-31,77.0,79.31,74.69,78.15499999999999,356000,55000000,SYN,USD,https://fixture.local/synthetic
TEST_A,2026-01-01,79.25,81.6275,76.8725,80.43875,356500,55000000,SYN,USD,https://fixture.local/synthetic
TEST_A,2026-01-02,81.5,83.94500000000001,79.05499999999999,82.7225,357000,55000000,SYN,USD,https://fixture.local/synthetic
TEST_A,2026-01-05,83.74999999999999,86.26249999999999,81.23749999999998,85.00624999999998,357500,55000000,SYN,USD,https://fixture.local/synthetic
TEST_A,2026-01-06,86.0,88.58,83.42,87.28999999999999,358000,55000000,SYN,USD,https://fixture.local/synthetic
TEST_A,2026-01-07,88.25,90.89750000000001,85.60249999999999,89.57374999999999,358500,55000000,SYN,USD,https://fixture.local/synthetic
TEST_A,2026-01-08,90.5,98.64500000000001,91.405,96.83500000000001,3000000,55000000,SYN,USD,https://fixture.local/synthetic
TEST_A,2026-01-09,92.75,95.5325,89.9675,94.14124999999999,359500,55000000,SYN,USD,https://fixture.local/synthetic
TEST_A,2026-01-12,95.0,97.85000000000001,92.14999999999999,96.425,360000,55000000,SYN,USD,https://fixture.local/synthetic
TEST_A,2026-01-13,97.24999999999999,99.195,95.30499999999998,98.22249999999998,800000,55000000,SYN,USD,https://fixture.local/synthetic
TEST_A,2026-01-14,99.5,102.485,96.515,100.99249999999999,361000,55000000,SYN,USD,https://fixture.local/synthetic
TEST_A,2026-01-15,101.75,104.80250000000001,98.69749999999999,103.27624999999999,361500,55000000,SYN,USD,https://fixture.local/synthetic
TEST_A,2026-01-16,104.0,107.12,100.88,105.55999999999999,362000,55000000,SYN,USD,https://fixture.local/synthetic
TEST_A,2026-01-19,106.25,109.4375,103.0625,107.84374999999999,362500,55000000,SYN,USD,https://fixture.local/synthetic
TEST_A,2026-01-20,108.5,111.75500000000001,105.24499999999999,110.12749999999998,363000,55000000,SYN,USD,https://fixture.local/synthetic
TEST_A,2026-01-21,110.75,114.0725,107.4275,112.41125,363500,55000000,SYN,USD,https://fixture.local/synthetic
TEST_A,2026-01-22,112.99999999999999,116.38999999999999,109.60999999999999,114.69499999999998,364000,55000000,SYN,USD,https://fixture.local/synthetic
TEST_A,2026-01-23,115.24999999999999,118.70749999999998,111.79249999999999,116.97874999999998,364500,55000000,SYN,USD,https://fixture.local/synthetic
TEST_B,2025-12-15,40.0,42.0,38.0,40.5,650000,82000000,SYN,USD,https://fixture.local/synthetic
TEST_B,2025-12-16,40.35,42.35,38.35,40.85,651000,82000000,SYN,USD,https://fixture.local/synthetic
TEST_B,2025-12-17,40.7,42.7,38.7,41.2,652000,82000000,SYN,USD,https://fixture.local/synthetic
TEST_B,2025-12-18,41.05,43.05,39.05,41.55,653000,82000000,SYN,USD,https://fixture.local/synthetic
TEST_B,2025-12-19,41.4,43.4,39.4,41.9,654000,82000000,SYN,USD,https://fixture.local/synthetic
TEST_B,2025-12-22,41.75,43.75,39.75,42.25,655000,82000000,SYN,USD,https://fixture.local/synthetic
TEST_B,2025-12-23,42.1,44.1,40.1,42.6,656000,82000000,SYN,USD,https://fixture.local/synthetic
TEST_B,2025-12-24,42.45,44.45,40.45,42.95,657000,82000000,SYN,USD,https://fixture.local/synthetic
TEST_B,2025-12-25,42.8,44.8,40.8,43.3,658000,82000000,SYN,USD,https://fixture.local/synthetic
TEST_B,2025-12-26,43.15,45.15,41.15,43.65,659000,82000000,SYN,USD,https://fixture.local/synthetic
TEST_B,2025-12-29,43.5,45.5,41.5,44.0,660000,82000000,SYN,USD,https://fixture.local/synthetic
TEST_B,2025-12-30,43.85,45.85,41.85,44.35,661000,82000000,SYN,USD,https://fixture.local/synthetic
TEST_B,2025-12-31,44.2,46.2,42.2,44.7,662000,82000000,SYN,USD,https://fixture.local/synthetic
TEST_B,2026-01-01,44.55,46.55,42.55,45.05,663000,82000000,SYN,USD,https://fixture.local/synthetic
TEST_B,2026-01-02,44.9,46.9,42.9,45.4,664000,82000000,SYN,USD,https://fixture.local/synthetic
TEST_B,2026-01-05,45.25,47.25,43.25,45.75,665000,82000000,SYN,USD,https://fixture.local/synthetic
TEST_B,2026-01-06,45.6,47.6,43.6,46.1,666000,82000000,SYN,USD,https://fixture.local/synthetic
TEST_B,2026-01-07,45.95,47.95,43.95,46.45,667000,82000000,SYN,USD,https://fixture.local/synthetic
TEST_B,2026-01-08,46.3,52.3,45.3,45.5,900000,82000000,SYN,USD,https://fixture.local/synthetic
TEST_B,2026-01-09,46.65,48.65,44.65,47.15,669000,82000000,SYN,USD,https://fixture.local/synthetic
TEST_B,2026-01-12,47.0,49.0,45.0,47.5,670000,82000000,SYN,USD,https://fixture.local/synthetic
TEST_B,2026-01-13,47.35,47.8235,46.8765,47.35,700000,82000000,SYN,USD,https://fixture.local/synthetic
TEST_B,2026-01-14,47.7,49.7,45.7,48.2,672000,82000000,SYN,USD,https://fixture.local/synthetic
TEST_B,2026-01-15,48.05,50.05,46.05,48.55,673000,82000000,SYN,USD,https://fixture.local/synthetic
TEST_B,2026-01-16,48.4,50.4,46.4,48.9,674000,82000000,SYN,USD,https://fixture.local/synthetic
TEST_B,2026-01-19,48.75,50.75,46.75,49.25,675000,82000000,SYN,USD,https://fixture.local/synthetic
TEST_B,2026-01-20,49.1,51.1,47.1,49.6,676000,82000000,SYN,USD,https://fixture.local/synthetic
TEST_B,2026-01-21,49.45,51.45,47.45,49.95,677000,82000000,SYN,USD,https://fixture.local/synthetic
TEST_B,2026-01-22,49.8,51.8,47.8,50.3,678000,82000000,SYN,USD,https://fixture.local/synthetic
TEST_B,2026-01-23,50.15,52.15,48.15,50.65,679000,82000000,SYN,USD,https://fixture.local/synthetic
TEST_C,2025-12-15,12.0,12.96,11.52,12.600000000000001,1200000,120000000,SYN,USD,https://fixture.local/synthetic
TEST_C,2025-12-16,12.08,13.0464,11.5968,12.684000000000001,1200000,120000000,SYN,USD,https://fixture.local/synthetic
TEST_C,2025-12-17,12.16,13.132800000000001,11.6736,12.768,1200000,120000000,SYN,USD,https://fixture.local/synthetic
TEST_C,2025-12-18,12.24,13.2192,11.750399999999999,12.852,1200000,120000000,SYN,USD,https://fixture.local/synthetic
TEST_C,2025-12-19,12.32,13.305600000000002,11.8272,12.936000000000002,1200000,120000000,SYN,USD,https://fixture.local/synthetic
TEST_C,2025-12-22,12.4,13.392000000000001,11.904,13.020000000000001,1200000,120000000,SYN,USD,https://fixture.local/synthetic
TEST_C,2025-12-23,12.48,13.4784,11.9808,13.104000000000001,1200000,120000000,SYN,USD,https://fixture.local/synthetic
TEST_C,2025-12-24,12.56,13.564800000000002,12.0576,13.188,1200000,120000000,SYN,USD,https://fixture.local/synthetic
TEST_C,2025-12-25,12.64,13.651200000000001,12.1344,13.272000000000002,1200000,120000000,SYN,USD,https://fixture.local/synthetic
TEST_C,2025-12-26,12.72,13.737600000000002,12.2112,13.356000000000002,1200000,120000000,SYN,USD,https://fixture.local/synthetic
TEST_C,2025-12-29,12.8,13.824000000000002,12.288,13.440000000000001,1200000,120000000,SYN,USD,https://fixture.local/synthetic
TEST_C,2025-12-30,12.88,13.910400000000001,12.3648,13.524000000000001,1200000,120000000,SYN,USD,https://fixture.local/synthetic
TEST_C,2025-12-31,12.96,13.996800000000002,12.441600000000001,13.608000000000002,1200000,120000000,SYN,USD,https://fixture.local/synthetic
TEST_C,2026-01-01,13.04,14.0832,12.518399999999998,13.692,1200000,120000000,SYN,USD,https://fixture.local/synthetic
TEST_C,2026-01-02,13.120000000000001,14.169600000000003,12.5952,13.776000000000002,1200000,120000000,SYN,USD,https://fixture.local/synthetic
TEST_C,2026-01-05,13.2,14.256,12.671999999999999,13.86,1200000,120000000,SYN,USD,https://fixture.local/synthetic
TEST_C,2026-01-06,13.28,14.3424,12.7488,13.943999999999999,1200000,120000000,SYN,USD,https://fixture.local/synthetic
TEST_C,2026-01-07,13.36,14.4288,12.8256,14.028,1200000,120000000,SYN,USD,https://fixture.local/synthetic
TEST_C,2026-01-08,13.44,29.568,14.112,26.88,12000000,120000000,SYN,USD,https://fixture.local/synthetic
TEST_C,2026-01-09,13.52,14.601600000000001,12.979199999999999,14.196,1200000,120000000,SYN,USD,https://fixture.local/synthetic
TEST_C,2026-01-12,13.6,14.688,13.056,14.28,1200000,120000000,SYN,USD,https://fixture.local/synthetic
TEST_C,2026-01-13,13.68,14.364,12.995999999999999,13.9536,4000000,120000000,SYN,USD,https://fixture.local/synthetic
TEST_C,2026-01-14,13.76,14.860800000000001,13.2096,14.448,1200000,120000000,SYN,USD,https://fixture.local/synthetic
TEST_C,2026-01-15,13.84,14.9472,13.286399999999999,14.532,1200000,120000000,SYN,USD,https://fixture.local/synthetic
TEST_C,2026-01-16,13.92,15.033600000000002,13.363199999999999,14.616,1200000,120000000,SYN,USD,https://fixture.local/synthetic
TEST_C,2026-01-19,14.0,15.120000000000001,13.44,14.700000000000001,1200000,120000000,SYN,USD,https://fixture.local/synthetic
TEST_C,2026-01-20,14.08,15.2064,13.5168,14.784,1200000,120000000,SYN,USD,https://fixture.local/synthetic
TEST_C,2026-01-21,14.16,15.292800000000002,13.5936,14.868,1200000,120000000,SYN,USD,https://fixture.local/synthetic
TEST_C,2026-01-22,14.24,15.3792,13.670399999999999,14.952000000000002,1200000,120000000,SYN,USD,https://fixture.local/synthetic
TEST_C,2026-01-23,14.32,15.465600000000002,13.7472,15.036000000000001,1200000,120000000,SYN,USD,https://fixture.local/synthetic
TEST_D,2025-12-15,25.0,26.0,24.0,25.5,500000,,SYN,USD,https://fixture.local/synthetic
TEST_D,2025-12-16,25.05,26.052000000000003,24.048,25.551000000000002,502000,,SYN,USD,https://fixture.local/synthetic
TEST_D,2025-12-17,25.1,26.104000000000003,24.096,25.602,504000,,SYN,USD,https://fixture.local/synthetic
TEST_D,2025-12-18,25.15,26.156,24.144,25.653,506000,,SYN,USD,https://fixture.local/synthetic
TEST_D,2025-12-19,25.2,26.208,24.192,25.704,508000,,SYN,USD,https://fixture.local/synthetic
TEST_D,2025-12-22,25.25,26.26,24.24,25.755,510000,,SYN,USD,https://fixture.local/synthetic
TEST_D,2025-12-23,25.3,26.312,24.288,25.806,512000,,SYN,USD,https://fixture.local/synthetic
TEST_D,2025-12-24,25.35,26.364,24.336000000000002,25.857000000000003,514000,,SYN,USD,https://fixture.local/synthetic
